	id	appliance	turned_ON	turned_OFF	real_power_spike	react_power_spike	app_power_spike	ph_max_spike	real_power_tick	react_power_tick	app_power_tick	ph_max_tick
0	21	Master Bath Fan	2013-02-15 17:55:00	2013-02-15 17:55:30	1.1492516036184148	2.942504599208809	1.8849463324227833	0.332721280499674	2013-02-15 17:55:15	2013-02-15 17:55:14	2013-02-15 17:55:14	2013-02-15 17:55:15
1	21	Master Bath Fan	2013-02-15 17:56:30	2013-02-15 17:57:00	2.0718550824103295	5.4737564485860775	3.828626943033927	0.3001221519249464	2013-02-15 17:56:45	2013-02-15 17:56:45	2013-02-15 17:56:45	2013-02-15 17:56:45
2	21	Master Bath Fan	2013-02-15 17:58:00	2013-02-15 17:58:30	1.0988656577461988	2.9296271859351224	1.9007905446591644	0.32740641881997	2013-02-15 17:58:15	2013-02-15 17:58:14	2013-02-15 17:58:14	2013-02-15 17:58:15
3	21	Master Bath Fan	2013-02-15 17:59:30	2013-02-15 18:00:00	1.8714513516504552	5.886651844133304	3.7438494553639408	0.24672451814262805	2013-02-15 17:59:45	2013-02-15 17:59:45	2013-02-15 17:59:45	2013-02-15 17:59:45
4	14	Hair Dryer	2013-02-15 18:06:30	2013-02-15 18:07:00	10.428416991006177	1.352482350707931	10.048156137794525	0.1766760088707365	2013-02-15 18:06:44	2013-02-15 18:06:44	2013-02-15 18:06:44	2013-02-15 18:06:44
5	14	Hair Dryer	2013-02-15 18:09:00	2013-02-15 18:09:30	51.54035557739616	1.619604820385663	41.37630773856998	0.13945074615550018	2013-02-15 18:09:08	2013-02-15 18:09:08	2013-02-15 18:09:08	2013-02-15 18:09:08
6	32	Straightening Iron	2013-02-15 18:11:30	2013-02-15 18:12:00	5.8428300902581025	0.025024863426921222	4.803099315806512	0.14920458595839597	2013-02-15 18:11:59	2013-02-15 18:11:50	2013-02-15 18:11:59	2013-02-15 18:11:59
7	32	Straightening Iron	2013-02-15 18:15:00	2013-02-15 18:15:00	0.0006428470038404901	0.00016815015941104336	0.00036311944433372066	0.00025453213929862154	2013-02-15 18:15:00	2013-02-15 18:15:00	2013-02-15 18:15:00	2013-02-15 18:15:00
8	13	Garbage Disposal	2013-02-15 18:16:00	2013-02-15 18:16:00	0.04298099078261146	0.14390117578575143	0.0794143192018135	0.03190832075983368	2013-02-15 18:16:00	2013-02-15 18:16:00	2013-02-15 18:16:00	2013-02-15 18:16:00
9	13	Garbage Disposal	2013-02-15 18:17:00	2013-02-15 18:17:00	0.01785063712159484	0.022387692337570365	0.001973682256964108	0.016322277675418384	2013-02-15 18:17:00	2013-02-15 18:17:00	2013-02-15 18:17:00	2013-02-15 18:17:00
10	13	Garbage Disposal	2013-02-15 18:18:00	2013-02-15 18:18:00	0.003669158440777013	0.08672695927680397	0.03536011692580257	0.030895283889204435	2013-02-15 18:18:00	2013-02-15 18:18:00	2013-02-15 18:18:00	2013-02-15 18:18:00
11	13	Garbage Disposal	2013-02-15 18:19:00	2013-02-15 18:19:00	0.008459074373322415	0.06466362290274784	0.019480103127326967	0.028169571384438347	2013-02-15 18:19:00	2013-02-15 18:19:00	2013-02-15 18:19:00	2013-02-15 18:19:00
12	25	Microwave	2013-02-15 18:20:00	2013-02-15 18:20:00	0.006004300562945342	0.07192558210315506	0.031279537791489044	0.02422222055275856	2013-02-15 18:20:00	2013-02-15 18:20:00	2013-02-15 18:20:00	2013-02-15 18:20:00
13	25	Microwave	2013-02-15 18:21:00	2013-02-15 18:21:00	0.003795126603560571	0.09694773157351022	0.03880011084827905	0.032667696122408774	2013-02-15 18:21:00	2013-02-15 18:21:00	2013-02-15 18:21:00	2013-02-15 18:21:00
14	25	Microwave	2013-02-15 18:22:00	2013-02-15 18:22:30	0.009341828034576484	0.08751832445718143	0.03886940319174858	0.029021896995154672	2013-02-15 18:22:00	2013-02-15 18:22:30	2013-02-15 18:22:30	2013-02-15 18:22:30
15	25	Microwave	2013-02-15 18:23:30	2013-02-15 18:23:30	0.015839501084273497	0.06596374913516295	0.03535426862429608	0.01876863637151467	2013-02-15 18:23:30	2013-02-15 18:23:30	2013-02-15 18:23:30	2013-02-15 18:23:30
16	30	Refrigerator	2013-02-15 18:25:00	2013-02-15 18:25:00	0.0045263389470530414	0.0002661793945179565	0.0027896531370386725	0.001694604831760826	2013-02-15 18:25:00	2013-02-15 18:25:00	2013-02-15 18:25:00	2013-02-15 18:25:00
17	30	Refrigerator	2013-02-15 18:27:00	2013-02-15 18:27:00	0.0005072997399506696	0.0017805346650235415	0.00021981008619705725	0.0006809624726332268	2013-02-15 18:27:00	2013-02-15 18:27:00	2013-02-15 18:27:00	2013-02-15 18:27:00
18	30	Refrigerator	2013-02-15 18:28:00	2013-02-15 18:28:00	0.004066984150022086	0.0014035883104396977	0.003189571588852886	0.0008537591823732986	2013-02-15 18:28:00	2013-02-15 18:28:00	2013-02-15 18:28:00	2013-02-15 18:28:00
19	28	Phone Charger	2013-02-15 18:30:00	2013-02-15 18:30:00	0.0002122316670105315	0.0016486602891168974	0.0006951488423409108	0.0004933065518178546	2013-02-15 18:30:00	2013-02-15 18:30:00	2013-02-15 18:30:00	2013-02-15 18:30:00
20	28	Phone Charger	2013-02-15 18:32:00	2013-02-15 18:32:00	0.0005140305690670156	0.00031539779870556244	0.00023325975703951537	0.00029645448904313214	2013-02-15 18:32:00	2013-02-15 18:32:00	2013-02-15 18:32:00	2013-02-15 18:32:00
21	28	Phone Charger	2013-02-15 18:33:00	2013-02-15 18:33:00	0.0017047822732412239	0.002443637637868961	0.0019585572839565827	0.0002886359454254085	2013-02-15 18:33:00	2013-02-15 18:33:00	2013-02-15 18:33:00	2013-02-15 18:33:00
22	28	Phone Charger	2013-02-15 18:34:00	2013-02-15 18:34:00	0.00023944682633106622	0.002536370120012547	0.0009653069609089485	0.0007129989665598656	2013-02-15 18:34:00	2013-02-15 18:34:00	2013-02-15 18:34:00	2013-02-15 18:34:00
23	36	Vacuum	2013-02-15 18:35:00	2013-02-15 18:35:00	52.94560943230899	11.919917656486872	44.14564027075792	0.1273085350825283	2013-02-15 18:35:00	2013-02-15 18:35:00	2013-02-15 18:35:00	2013-02-15 18:35:00
24	36	Vacuum	2013-02-15 18:36:00	2013-02-15 18:36:00	2.7683104606670152	1.5860780014941553	2.7154422226799273	0.14685368132268062	2013-02-15 18:36:00	2013-02-15 18:36:00	2013-02-15 18:36:00	2013-02-15 18:36:00
25	36	Vacuum	2013-02-15 18:37:00	2013-02-15 18:37:00	5.532208194378959	3.0393614059474747	5.382280457279774	0.15440767749035947	2013-02-15 18:37:00	2013-02-15 18:37:00	2013-02-15 18:37:00	2013-02-15 18:37:00
26	36	Vacuum	2013-02-15 18:38:00	2013-02-15 18:38:00	5.558575976508903	2.9668528387003006	5.39289921767239	0.1696167146327692	2013-02-15 18:38:00	2013-02-15 18:38:00	2013-02-15 18:38:00	2013-02-15 18:38:00
27	8	Dining Room Lights	2013-02-15 18:38:30	2013-02-15 18:39:00	0.8374460469439383	0.3961600048869489	0.8044948901019067	0.01696330891836455	2013-02-15 18:38:30	2013-02-15 18:38:30	2013-02-15 18:38:30	2013-02-15 18:38:30
